,fema_declaration_string,disaster_number,state,declaration_type,fy_declared,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,Begin_Date,End_Date,Disaster_Period_Days,designated_area,id
2561,DR-355-PA,355,PA,Major Disaster,1972,Flood,Heavy Rains & Flooding,NO,NO,YES,NO,1972-09-28T04:00:00Z,1972-09-28T04:00:00Z,9/28/72,9/28/72,0,Indiana (County),5d1bceb1d5b39c032f260c94
2564,DR-356-ME,356,ME,Major Disaster,1972,Fishing Losses,Toxic Algae In Coastal Waters,NO,YES,NO,NO,1972-09-28T04:00:00Z,1972-09-28T04:00:00Z,9/28/72,9/28/72,0,"York (County)(in MSA 6400,6450)",5d1bceb1d5b39c032f260cad
2577,DR-358-VA,358,VA,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,NO,YES,NO,1972-10-07T04:00:00Z,1972-10-07T04:00:00Z,10/7/72,10/7/72,0,Alexandria,5d1bceb1d5b39c032f260cc7
2580,DR-359-VA,359,VA,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1972-10-10T04:00:00Z,1972-10-10T04:00:00Z,10/10/72,10/10/72,0,Amelia (County),5d1bceb1d5b39c032f260c98
2611,DR-360-AZ,360,AZ,Major Disaster,1973,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1972-10-25T04:00:00Z,1972-10-25T04:00:00Z,10/25/72,10/25/72,0,Graham (County),5d1bceb1d5b39c032f260d16
2613,DR-361-NM,361,NM,Major Disaster,1973,Flood,Heavy Rains & Flooding,NO,NO,YES,NO,1972-11-20T05:00:00Z,1972-11-20T05:00:00Z,11/20/72,11/20/72,0,Grant (County),5d1bceb1d5b39c032f260d0e
2616,DR-362-OH,362,OH,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1972-11-24T05:00:00Z,1972-11-24T05:00:00Z,11/24/72,11/24/72,0,Ottawa (County),5d1bceb1d5b39c032f260d10
2621,DR-363-MI,363,MI,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1972-12-01T05:00:00Z,1972-12-01T05:00:00Z,12/1/72,12/1/72,0,Wayne (County),5d1bceb1d5b39c032f260cf8
2630,DR-364-CA,364,CA,Major Disaster,1973,Flood,"Severe Storms, High Tides & Flooding",NO,YES,YES,NO,1973-02-08T05:00:00Z,1973-02-08T05:00:00Z,2/8/73,2/8/73,0,Santa Barbara (County),5d1bceb1d5b39c032f260ce4
2636,DR-365-TX,365,TX,Major Disaster,1973,Severe Storm(s),"High Winds, Tornadoes And Flooding",NO,YES,YES,NO,1973-03-12T05:00:00Z,1973-03-12T05:00:00Z,3/12/73,3/12/73,0,Navarro (County),5d1bceb1d5b39c032f260ce0
2641,DR-366-TN,366,TN,Major Disaster,1973,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1973-03-21T05:00:00Z,1973-03-21T05:00:00Z,3/21/73,3/21/73,0,Anderson (County),5d1bceb1d5b39c032f260cda
2650,DR-367-NY,367,NY,Major Disaster,1973,Flood,"High Winds, Wave Action & Flooding",NO,YES,YES,NO,1973-03-21T05:00:00Z,1973-03-21T05:00:00Z,3/21/73,3/21/73,0,Wayne (County),5d1bceb1d5b39c032f260cdf
2696,DR-368-MS,368,MS,Major Disaster,1973,Severe Storm(s),"Heavy Rains, Tornadoes & Flooding",NO,YES,YES,NO,1973-03-27T05:00:00Z,1973-03-27T05:00:00Z,3/27/73,3/27/73,0,Calhoun (County),5d1bceb1d5b39c032f260cd9
2708,DR-369-AL,369,AL,Major Disaster,1973,Tornado,Tornadoes & Flooding,NO,YES,YES,NO,1973-03-27T05:00:00Z,1973-03-27T05:00:00Z,3/27/73,3/27/73,0,Escambia (County),5d1bceb1d5b39c032f260d3f
2776,DR-370-GA,370,GA,Major Disaster,1973,Tornado,Tornadoes & Flooding,NO,YES,YES,NO,1973-04-04T05:00:00Z,1973-04-04T05:00:00Z,4/4/73,4/4/73,0,Clarke (County),5d1bceb1d5b39c032f260d48
2790,DR-371-MI,371,MI,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-04-12T05:00:00Z,1973-04-12T05:00:00Z,4/12/73,4/12/73,0,Sanilac (County),5d1bceb1d5b39c032f260d69
2804,DR-372-MO,372,MO,Major Disaster,1973,Severe Storm(s),"Heavy Rains, Tornadoes & Flooding",NO,YES,YES,NO,1973-04-19T05:00:00Z,1973-04-19T05:00:00Z,4/19/73,4/19/73,0,Maries (County),5d1bceb1d5b39c032f260d9c
2898,DR-373-IL,373,IL,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-04-26T05:00:00Z,1973-04-26T05:00:00Z,4/26/73,4/26/73,0,Cass (County),5d1bceb1d5b39c032f260df4
2950,DR-374-LA,374,LA,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-04-27T05:00:00Z,1973-04-27T05:00:00Z,4/27/73,4/27/73,0,Terrebonne (Parish),5d1bceb1d5b39c032f260e1d
2951,DR-375-AR,375,AR,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-04-27T05:00:00Z,1973-04-27T05:00:00Z,4/27/73,4/27/73,0,Ashley (County),5d1bceb1d5b39c032f260e1e
2954,DR-376-WI,376,WI,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-04-27T05:00:00Z,1973-04-27T05:00:00Z,4/27/73,4/27/73,0,Crawford (County),5d1bceb1d5b39c032f260e47
3027,DR-377-OH,377,OH,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-04-27T05:00:00Z,1973-04-27T05:00:00Z,4/27/73,4/27/73,0,Sandusky (County),5d1bceb1d5b39c032f260ea0
3072,DR-378-KS,378,KS,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,NO,YES,NO,1973-05-02T04:00:00Z,1973-05-02T04:00:00Z,5/2/73,5/2/73,0,Harvey (County),5d1bceb1d5b39c032f260e8d
3136,DR-379-CO,379,CO,Major Disaster,1973,Dam/Levee Break,Dam Failure,NO,NO,YES,NO,1973-05-08T04:00:00Z,1973-05-08T04:00:00Z,5/8/73,5/8/73,0,Weld (County),5d1bceb1d5b39c032f260f45
3137,DR-380-NM,380,NM,Major Disaster,1973,Flood,"Severe Storms, Snow Melt & Flooding",NO,NO,YES,NO,1973-05-11T04:00:00Z,1973-05-11T04:00:00Z,5/11/73,5/11/73,0,McKinley (County),5d1bceb1d5b39c032f260ea9
3142,DR-382-TN,382,TN,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-05-11T04:00:00Z,1973-05-11T04:00:00Z,5/11/73,5/11/73,0,Obion (County),5d1bceb1d5b39c032f260eb0
3148,DR-381-KY,381,KY,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-05-11T04:00:00Z,1973-05-11T04:00:00Z,5/11/73,5/11/73,0,Hickman (County),5d1bceb1d5b39c032f260f0b
3159,DR-383-HI,383,HI,Major Disaster,1973,Earthquake,Earthquake,NO,NO,YES,NO,1973-05-16T04:00:00Z,1973-05-16T04:00:00Z,5/16/73,5/16/73,0,Hawaii (County),5d1bceb1d5b39c032f260f2b
3160,DR-385-CO,385,CO,Major Disaster,1973,Flood,"Heavy Rains, Snowmelt And Flooding",NO,YES,YES,NO,1973-05-23T04:00:00Z,1973-05-23T04:00:00Z,5/23/73,5/23/73,0,Elbert (County),5d1bceb1d5b39c032f260eb5
3162,DR-384-ME,384,ME,Major Disaster,1973,Flood,Heavy Rains & Flooding,NO,NO,YES,NO,1973-05-23T04:00:00Z,1973-05-23T04:00:00Z,5/23/73,5/23/73,0,Penobscot (County),5d1bceb1d5b39c032f260ede
3163,DR-386-IA,386,IA,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-05-23T04:00:00Z,1973-05-23T04:00:00Z,5/23/73,5/23/73,0,Lee (County),5d1bceb1d5b39c032f260ef9
3205,FM-2006-AK,2006,AK,Fire Management,1973,Fire,Chugach Fire,NO,NO,YES,NO,1973-05-24T04:00:00Z,1973-05-24T04:00:00Z,5/24/73,5/24/73,0,Statewide,5f45313dd07c217eca1a1697
3206,DR-387-FL,387,FL,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-05-26T04:00:00Z,1973-05-26T04:00:00Z,5/26/73,5/26/73,0,Dixie (County),5d1bceb1d5b39c032f260eff
3219,DR-388-AL,388,AL,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-05-29T04:00:00Z,1973-05-29T04:00:00Z,5/29/73,5/29/73,0,Jefferson (County),5d1bceb1d5b39c032f260f15
3225,DR-389-AR,389,AR,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-05-29T04:00:00Z,1973-05-29T04:00:00Z,5/29/73,5/29/73,0,Poinsett (County),5d1bceb1d5b39c032f260f21
3236,DR-390-OH,390,OH,Major Disaster,1973,Mud/Landslide,Mudslides,NO,YES,YES,NO,1973-06-04T04:00:00Z,1973-06-04T04:00:00Z,6/4/73,6/4/73,0,Hamilton (County),5d1bceb1d5b39c032f260f27
3238,DR-391-GA,391,GA,Major Disaster,1973,Tornado,Severe Storms & Tornadoes,NO,YES,YES,NO,1973-06-11T04:00:00Z,1973-06-11T04:00:00Z,6/11/73,6/11/73,0,Clarke (County),5d1bceb2d5b39c032f260f67
3239,DR-392-OK,392,OK,Major Disaster,1973,Severe Storm(s),"Severe Storms, Flooding, & Tornadoes",NO,YES,YES,NO,1973-06-13T04:00:00Z,1973-06-13T04:00:00Z,6/13/73,6/13/73,0,Carter (County),5d1bceb1d5b39c032f260f20
3270,DR-394-NC,394,NC,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-06-25T04:00:00Z,1973-06-25T04:00:00Z,6/25/73,6/25/73,0,Watauga (County),5d1bceb2d5b39c032f260f50
3272,DR-393-TX,393,TX,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-06-25T04:00:00Z,1973-06-25T04:00:00Z,6/25/73,6/25/73,0,Upshur (County),5d1bceb2d5b39c032f260f53
3283,DR-395-TN,395,TN,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-06-28T04:00:00Z,1973-06-28T04:00:00Z,6/28/73,6/28/73,0,Morgan (County),5d1bceb2d5b39c032f260f5e
3295,DR-396-CO,396,CO,Major Disaster,1973,Flood,Flooding & Landslides,NO,NO,YES,NO,1973-07-06T04:00:00Z,1973-07-06T04:00:00Z,7/6/73,7/6/73,0,Montrose (County),5d1bceb2d5b39c032f260f48
3296,DR-397-VT,397,VT,Major Disaster,1973,Flood,"Severe Storms, Flooding, & Landslides",NO,YES,YES,NO,1973-07-06T04:00:00Z,1973-07-06T04:00:00Z,7/6/73,7/6/73,0,Essex (County),5d1bceb2d5b39c032f260f54
3325,DR-399-NH,399,NH,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-07-11T04:00:00Z,1973-07-11T04:00:00Z,7/11/73,7/11/73,0,Coos (County),5d1bceb2d5b39c032f260f92
3326,DR-398-TX,398,TX,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-07-11T04:00:00Z,1973-07-11T04:00:00Z,7/11/73,7/11/73,0,Hardin (County),5d1bceb2d5b39c032f260f93
3348,DR-400-PA,400,PA,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-07-17T04:00:00Z,1973-07-17T04:00:00Z,7/17/73,7/17/73,0,Wayne (County),5d1bceb2d5b39c032f260f94
3358,DR-401-NY,401,NY,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-07-20T04:00:00Z,1973-07-20T04:00:00Z,7/20/73,7/20/73,0,Ulster (County),5d1bceb2d5b39c032f260f96
3364,DR-402-NJ,402,NJ,Major Disaster,1973,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-08-07T04:00:00Z,1973-08-07T04:00:00Z,8/7/73,8/7/73,0,Middlesex (County),5d1bceb2d5b39c032f260f97
3368,FM-2007-MT,2007,MT,Fire Management,1973,Fire,Prewitt Creek Fire,NO,NO,YES,NO,1973-08-16T04:00:00Z,1973-08-16T04:00:00Z,8/16/73,8/16/73,0,Statewide,5f45313dd07c217eca1a1698
3369,FM-2008-OR,2008,OR,Fire Management,1973,Fire,Perry Canyon Fire,NO,NO,YES,NO,1973-08-17T04:00:00Z,1973-08-17T04:00:00Z,8/17/73,8/17/73,0,Statewide,5f45313dd07c217eca1a1699
3370,FM-2010-OR,2010,OR,Fire Management,1973,Fire,Rocky Creek Fire,NO,NO,YES,NO,1973-08-18T04:00:00Z,1973-08-18T04:00:00Z,8/18/73,8/18/73,0,Statewide,5f45313dd07c217eca1a169b
3371,FM-2009-MT,2009,MT,Fire Management,1973,Fire,Goat Creek Fire,NO,NO,YES,NO,1973-08-18T04:00:00Z,1973-08-18T04:00:00Z,8/18/73,8/18/73,0,Statewide,5f45313dd07c217eca1a169c
3372,FM-2011-OR,2011,OR,Fire Management,1973,Fire,Orindale Draw Fire,NO,NO,YES,NO,1973-08-20T04:00:00Z,1973-08-20T04:00:00Z,8/20/73,8/20/73,0,Statewide,5f45313dd07c217eca1a16af
3373,FM-2012-MT,2012,MT,Fire Management,1973,Fire,Pleasant Valley Fire (No. 125),NO,NO,YES,NO,1973-08-23T04:00:00Z,1973-08-23T04:00:00Z,8/23/73,8/23/73,0,Statewide,5f45313dd07c217eca1a16a7
3374,FM-2013-OR,2013,OR,Fire Management,1973,Fire,Doe Creek Fire,NO,NO,YES,NO,1973-09-04T04:00:00Z,1973-09-04T04:00:00Z,9/4/73,9/4/73,0,Statewide,5f45313dd07c217eca1a16ac
3375,FM-2014-OR,2014,OR,Fire Management,1973,Fire,Hillsview Fire,NO,NO,YES,NO,1973-09-07T04:00:00Z,1973-09-07T04:00:00Z,9/7/73,9/7/73,0,Statewide,5f45313dd07c217eca1a16ad
3376,DR-403-KS,403,KS,Major Disaster,1973,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",NO,YES,YES,NO,1973-09-28T04:00:00Z,1973-09-28T04:00:00Z,9/28/73,9/28/73,0,Butler (County),5d1bceb2d5b39c032f260f8d
3429,DR-404-OK,404,OK,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-10-13T04:00:00Z,1973-10-13T04:00:00Z,10/13/73,10/13/73,0,Kay (County),5d1bceb2d5b39c032f260fe6
3434,DR-405-MA,405,MA,Major Disaster,1974,Fire,Fire (City Of Chelsea),NO,YES,YES,NO,1973-10-16T04:00:00Z,1973-10-16T04:00:00Z,10/16/73,10/16/73,0,Suffolk (County),5d1bceb2d5b39c032f260fdc
3435,DR-406-NE,406,NE,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-10-20T04:00:00Z,1973-10-20T04:00:00Z,10/20/73,10/20/73,0,Nemaha (County),5d1bceb2d5b39c032f260fdb
3450,DR-407-MO,407,MO,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-11-01T05:00:00Z,1973-11-01T05:00:00Z,11/1/73,11/1/73,0,Shelby (County),5d1bceb2d5b39c032f261021
3486,DR-408-AK,408,AK,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1973-11-07T05:00:00Z,1973-11-07T05:00:00Z,11/7/73,11/7/73,0,Tanana (ANV/ANVSA),5d1bceb2d5b39c032f261090
3487,DR-409-OK,409,OK,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1973-12-10T05:00:00Z,1973-12-10T05:00:00Z,12/10/73,12/10/73,0,Murray (County),5d1bceb2d5b39c032f26101d
3502,DR-410-ME,410,ME,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-01-18T04:00:00Z,1974-01-18T04:00:00Z,1/18/74,1/18/74,0,Androscoggin (County),5d1bceb2d5b39c032f26101f
3514,DR-411-NH,411,NH,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1974-01-21T04:00:00Z,1974-01-21T04:00:00Z,1/21/74,1/21/74,0,Carroll (County),5d1bceb2d5b39c032f26106f
3518,DR-413-OR,413,OR,Major Disaster,1974,Flood,"Severe Storms, Snowmelt & Flooding",NO,YES,YES,NO,1974-01-25T04:00:00Z,1974-01-25T04:00:00Z,1/25/74,1/25/74,0,Clackamas (County),5d1bceb2d5b39c032f261022
3519,DR-412-CA,412,CA,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-01-25T04:00:00Z,1974-01-25T04:00:00Z,1/25/74,1/25/74,0,Shasta (County),5d1bceb2d5b39c032f26102d
3522,DR-415-ID,415,ID,Major Disaster,1974,Flood,"Severe Storms, Snowmelt & Flooding",NO,YES,YES,NO,1974-01-25T04:00:00Z,1974-01-25T04:00:00Z,1/25/74,1/25/74,0,Latah (County),5d1bceb2d5b39c032f261055
3525,DR-414-WA,414,WA,Major Disaster,1974,Flood,"Severe Storms, Snowmelt & Flooding",NO,YES,YES,NO,1974-01-25T04:00:00Z,1974-01-25T04:00:00Z,1/25/74,1/25/74,0,Mason (County),5d1bceb2d5b39c032f26105b
3566,DR-416-WV,416,WV,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-01-29T04:00:00Z,1974-01-29T04:00:00Z,1/29/74,1/29/74,0,Logan (County),5d1bceb2d5b39c032f261056
3568,DR-417-MT,417,MT,Major Disaster,1974,Flood,"Severe Storms, Flooding & Landslides",NO,YES,YES,NO,1974-01-29T04:00:00Z,1974-01-29T04:00:00Z,1/29/74,1/29/74,0,Lincoln (County),5d1bceb2d5b39c032f261065
3578,DR-418-LA,418,LA,Major Disaster,1974,Flood,Flooding,NO,YES,YES,NO,1974-02-23T04:00:00Z,1974-02-23T04:00:00Z,2/23/74,2/23/74,0,Caldwell (Parish),5d1bceb2d5b39c032f26105e
3584,DR-419-OK,419,OK,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1974-03-22T04:00:00Z,1974-03-22T04:00:00Z,3/22/74,3/22/74,0,Tulsa (County),5d1bceb2d5b39c032f261067
3590,DR-420-KY,420,KY,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-04T04:00:00Z,1974-04-04T04:00:00Z,4/4/74,4/4/74,0,Anderson (County),5d1bceb2d5b39c032f261062
3591,DR-422-AL,422,AL,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-04T04:00:00Z,1974-04-04T04:00:00Z,4/4/74,4/4/74,0,Tuscaloosa (County),5d1bceb2d5b39c032f26109d
3592,DR-421-OH,421,OH,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-04T04:00:00Z,1974-04-04T04:00:00Z,4/4/74,4/4/74,0,Hamilton (County),5d1bceb2d5b39c032f261098
3601,DR-423-IN,423,IN,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-04T04:00:00Z,1974-04-04T04:00:00Z,4/4/74,4/4/74,0,Adams (County),5d1bceb2d5b39c032f2610a3
3653,DR-424-TN,424,TN,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-04T04:00:00Z,1974-04-04T04:00:00Z,4/4/74,4/4/74,0,Grundy (County),5d1bceb2d5b39c032f2610f7
3742,DR-425-GA,425,GA,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-05T04:00:00Z,1974-04-05T04:00:00Z,4/5/74,4/5/74,0,Dawson (County),5d1bceb2d5b39c032f2610f8
3762,DR-427-IL,427,IL,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-11T04:00:00Z,1974-04-11T04:00:00Z,4/11/74,4/11/74,0,Champaign (County),5d1bceb2d5b39c032f26114c
3763,DR-426-WV,426,WV,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,NO,NO,1974-04-11T04:00:00Z,1974-04-11T04:00:00Z,4/11/74,4/11/74,0,Wyoming (County),5d1bceb2d5b39c032f261158
3770,DR-428-NC,428,NC,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-12T04:00:00Z,1974-04-12T04:00:00Z,4/12/74,4/12/74,0,Lincoln (County),5d1bceb2d5b39c032f26112c
3776,DR-429-MI,429,MI,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-12T04:00:00Z,1974-04-12T04:00:00Z,4/12/74,4/12/74,0,Hillsdale (County),5d1bceb2d5b39c032f261169
3777,DR-430-MS,430,MS,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1974-04-18T04:00:00Z,1974-04-18T04:00:00Z,4/18/74,4/18/74,0,Neshoba (County),5d1bceb2d5b39c032f26114d
3807,DR-431-WI,431,WI,Major Disaster,1974,Tornado,Tornadoes,NO,YES,YES,NO,1974-04-26T04:00:00Z,1974-04-26T04:00:00Z,4/26/74,4/26/74,0,Dodge (County),5d1bceb2d5b39c032f2611af
3811,DR-432-CA,432,CA,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,NO,YES,NO,1974-05-07T04:00:00Z,1974-05-07T04:00:00Z,5/7/74,5/7/74,0,Mendocino (County),5d1bceb2d5b39c032f2611ba
3812,DR-433-HI,433,HI,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,NO,NO,1974-05-07T04:00:00Z,1974-05-07T04:00:00Z,5/7/74,5/7/74,0,Kauai (County),5d1bceb2d5b39c032f2611bc
3814,DR-434-ND,434,ND,Major Disaster,1974,Flood,"Heavy Rains, Snowmelt & Flooding",NO,YES,YES,NO,1974-05-14T04:00:00Z,1974-05-14T04:00:00Z,5/14/74,5/14/74,0,Eddy (County),5d1bceb2d5b39c032f261154
3832,FM-2015-NM,2015,NM,Fire Management,1974,Fire,Guadaluipita Fire,NO,NO,YES,NO,1974-05-21T04:00:00Z,1974-05-21T04:00:00Z,5/21/74,5/21/74,0,Statewide,5f45313dd07c217eca1a16ae
3833,DR-436-OH,436,OH,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-05-31T04:00:00Z,1974-05-31T04:00:00Z,5/31/74,5/31/74,0,Sandusky (County),5d1bceb2d5b39c032f261162
3834,DR-435-AR,435,AR,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1974-05-31T04:00:00Z,1974-05-31T04:00:00Z,5/31/74,5/31/74,0,Phillips (County),5d1bceb2d5b39c032f261173
3837,DR-437-AR,437,AR,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-06-08T04:00:00Z,1974-06-08T04:00:00Z,6/8/74,6/8/74,0,Union (County),5d1bceb2d5b39c032f261191
3845,DR-438-IL,438,IL,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-06-10T04:00:00Z,1974-06-10T04:00:00Z,6/10/74,6/10/74,0,Alexander (County),5d1bceb2d5b39c032f261190
3846,DR-439-MO,439,MO,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-06-10T04:00:00Z,1974-06-10T04:00:00Z,6/10/74,6/10/74,0,Clay (County),5d1bceb2d5b39c032f261192
3860,DR-440-MN,440,MN,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1974-06-10T04:00:00Z,1974-06-10T04:00:00Z,6/10/74,6/10/74,0,Becker (County),5d1bceb2d5b39c032f2611a6
3868,DR-441-OK,441,OK,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-06-10T04:00:00Z,1974-06-10T04:00:00Z,6/10/74,6/10/74,0,Payne (County),5d1bceb2d5b39c032f2611de
3939,DR-442-KS,442,KS,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-06-10T04:00:00Z,1974-06-10T04:00:00Z,6/10/74,6/10/74,0,Lyon (County),5d1bceb2d5b39c032f261264
3946,DR-443-IA,443,IA,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-06-24T04:00:00Z,1974-06-24T04:00:00Z,6/24/74,6/24/74,0,Grundy (County),5d1bceb2d5b39c032f2611d1
3967,DR-444-AK,444,AK,Major Disaster,1974,Freezing,Freeze In Spawning Areas Of Red Salmon,NO,YES,NO,NO,1974-06-24T04:00:00Z,1974-06-24T04:00:00Z,6/24/74,6/24/74,0,Bristol Bay (Borough),5d1bceb2d5b39c032f2611ee
3987,FM-2016-SD,2016,SD,Fire Management,1974,Fire,Argle & Booms Canyon,NO,NO,YES,NO,1974-07-08T04:00:00Z,1974-07-08T04:00:00Z,7/8/74,7/8/74,0,Statewide,5f45313dd07c217eca1a16a8
3988,DR-445-OH,445,OH,Major Disaster,1974,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1974-07-11T04:00:00Z,1974-07-11T04:00:00Z,7/11/74,7/11/74,0,Warren (County),5d1bceb2d5b39c032f261258
3989,DR-446-MN,446,MN,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-07-13T04:00:00Z,1974-07-13T04:00:00Z,7/13/74,7/13/74,0,Wabasha (County),5d1bceb2d5b39c032f261236
3995,EM-3001-VI,3001,VI,Emergency Management,1974,Drought,"Drought, Livestock Losses",NO,NO,YES,NO,1974-07-22T04:00:00Z,1974-07-22T04:00:00Z,7/22/74,7/22/74,0,St. Thomas (Island) (County-equivalent),5d1bcec6d5b39c032f2679f1
3997,DR-447-NY,447,NY,Major Disaster,1974,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1974-07-23T04:00:00Z,1974-07-23T04:00:00Z,7/23/74,7/23/74,0,Oswego (County),5d1bceb2d5b39c032f2611f9
4001,EM-3002-PR,3002,PR,Emergency Management,1974,Drought,Impact Of Drought,NO,NO,YES,NO,1974-08-29T04:00:00Z,1974-08-29T04:00:00Z,8/29/74,8/29/74,0,Cabo Rojo (Municipio),5d1bcec6d5b39c032f267a45
4025,EM-3003-AK,3003,AK,Emergency Management,1974,Other,Power Failure,NO,NO,YES,NO,1974-09-14T04:00:00Z,1974-09-14T04:00:00Z,9/14/74,9/14/74,0,Tanana (ANV/ANVSA),5d1bcec6d5b39c032f267a37
4026,DR-448-LA,448,LA,Major Disaster,1974,Hurricane,Hurricane Carmen,NO,YES,YES,NO,1974-09-23T04:00:00Z,1974-09-23T04:00:00Z,9/23/74,9/23/74,0,St. Martin (Parish),5d1bceb2d5b39c032f261227
4036,DR-449-AS,449,AS,Major Disaster,1974,Drought,Drought,NO,YES,NO,NO,1974-09-30T04:00:00Z,1974-09-30T04:00:00Z,9/30/74,9/30/74,0,Eastern (District),5d1bceb2d5b39c032f26122f
4041,DR-450-LA,450,LA,Major Disaster,1975,Severe Storm(s),Severe Storms,NO,YES,YES,NO,1974-11-01T05:00:00Z,1974-11-01T05:00:00Z,11/1/74,11/1/74,0,Acadia (Parish),5d1bceb2d5b39c032f26122c
4042,EM-3004-NY,3004,NY,Emergency Management,1975,Flood,Floodng (Nys Barge Canal),NO,YES,NO,NO,1974-11-02T05:00:00Z,1974-11-02T05:00:00Z,11/2/74,11/2/74,0,Monroe (County),5d1bcec6d5b39c032f267a31
4043,DR-451-VI,451,VI,Major Disaster,1975,Flood,"Severe Storms, Landslides & Flooding",NO,YES,YES,NO,1974-11-14T05:00:00Z,1974-11-14T05:00:00Z,11/14/74,11/14/74,0,St. Croix (Island) (County-equivalent),5d1bceb2d5b39c032f261224
